Title,Subject,Author
These Hands,"Children's fiction,Picture books,Grandparents, fiction,African americans, fiction","[{'key': '/authors/OL7693400A', 'name': 'Margaret H. Mason'}]"
Just because,"Handicapped children,Brothers and sisters,Juvenile fiction,Fiction,Children with disabilities,Children's stories,Siblings,Pictorial works,Children's fiction,Short stories,People with disabilities, fiction,Brothers and sisters, fiction,Picture books","[{'key': '/authors/OL384574A', 'name': 'Rebecca Elliott'}]"
Loch Ness punster,"Humorous stories,Letters,Turtles,Uncles,Fiction,Inheritance and succession,Ghosts,Picture books,Children's fiction,Letters, fiction,Ghosts, fiction,Turtles, fiction,Scotland, fiction","[{'key': '/authors/OL241507A', 'name': 'Kate Klise'}]"
Babette Cole's Fish,"Fishes, fiction,Picture books,Humorous stories,Children's fiction,Toy and movable books","[{'key': '/authors/OL182918A', 'name': 'Babette Cole'}]"
Skeleton Hiccups,"Skeleton,Hiccups,Fiction,Ghosts,Ghost stories,Juvenile fiction,Picture books","[{'key': '/authors/OL22181A', 'name': 'Margery Cuyler'}]"
Black dog,"Dogs,JUVENILE FICTION / Social Issues / Emotions & Feelings,JUVENILE FICTION / Animals / Dogs,JUVENILE FICTION / Family / General (see also headings under Social Issues),Family life,Fiction,Families,Juvenile fiction,Picture books for children,Children's fiction,Family, fiction,Dogs, fiction,Fear, fiction,Picture books","[{'key': '/authors/OL6769373A', 'name': 'Levi Pinfold'}]"
Monsters on machines,"Construction equipment,Juvenile fiction,Fiction,Stories in rhyme,Construction workers,Monsters,Children's fiction,Monsters, fiction,Construction equipment, fiction,Picture books","[{'key': '/authors/OL1390300A', 'name': 'Deb Lund'}]"
Baby goes to market,"Mother and child,Juvenile fiction,Counting,Markets,Children's fiction,Counting books,Picture books","[{'key': '/authors/OL7276520A', 'name': 'Atinuke'}]"
Carry go bring come,"Fiction,Weddings,Picture books,Picture books for children,Marriage, fiction,Children's fiction,For children,Helping,Multi-cultural,Vocabulary, juvenile literature,Vocabulary","[{'key': '/authors/OL1001894A', 'name': 'Vyanne Samuels'}]"
What Color Is Night?,"Children's fiction,Night, fiction,Color, fiction,Bedtime, fiction,Picture books","[{'key': '/authors/OL7897314A', 'name': 'Grant Snider'}]"
Rabbit-cadabra!,"Humorous stories,Picture books,Vampires,Cats - fiction,Schools,Harold (Dog) (Fictitious character),High interest-low vocabulary books,Fiction,Magicians - fiction,Magicians,Mystery fiction,Magic tricks,Chester (Cat) (Fictitious character),Puppies,Dogs - Fiction,Rabbits - Fiction,Bunnicula (Fictitious character),Pizza,Cats,Dogs,Rabbits,Children's fiction,Magicians, fiction,Cats, fiction,Dogs, fiction,Rabbits, fiction,Vampires, fiction,Bunnicula (fictitious character), fiction","[{'key': '/authors/OL22663A', 'name': 'James Howe'}, {'key': '/authors/OL2940082A', 'name': 'Alan Daniel'}]"
Being Responsible,"Responsibility, juvenile literature,Conduct of life,Picture books","[{'key': '/authors/OL6866902A', 'name': 'Terri Fields'}]"
Zathura,"Fiction,Games,Juvenile fiction,Play,Brothers,Play -- Fiction.,Games -- Fiction.,Children's fiction,Play, fiction,Games, fiction,Picture books,New York Times reviewed","[{'key': '/authors/OL657204A', 'name': 'Chris Van Allsburg'}]"
Not So Rotten Ralph,"Cats,Behavior,Fiction,Animal stories,Picture books,Juvenile Fiction,Children's Books/Ages 4-8 Fiction,Children: Kindergarten,Animals - Cats,Humorous Stories,Juvenile Fiction / Animals / Cats,Boys / Men,Rotten Ralph (Fictitious character),Girls and cats,Children and pets,Children and cats,Children's fiction,Cats, fiction,Behavior, fiction,Nature,Animals","[{'key': '/authors/OL23938A', 'name': 'Jack Gantos'}]"
The summer snowman,"Children's fiction,Picture books","[{'key': '/authors/OL237114A', 'name': 'Gene Zion'}]"
Ten magic butterflies,"Butterflies,Magic,Flowers,Fairies,Arithmetic,Fiction,Children's fiction,Butterflies, fiction,Flowers, fiction,Magic, fiction,Fairies, fiction,Picture books","[{'key': '/authors/OL3320099A', 'name': 'Danica McKellar'}]"
My Dog is As Smelly As Dirty Socks,"Family life, fiction,Children's fiction,Individuality, fiction,Picture books","[{'key': '/authors/OL2675880A', 'name': 'Hanoch Piven'}]"
A Stone Sat Still,"Children's fiction,Perception, fiction,Nature, fiction,Stories in rhyme,Rocks, fiction,picture books,environment,natural world,hope","[{'key': '/authors/OL7292477A', 'name': 'Brendan Wenzel'}]"
Irving Berlin,"Berlin, irving, 1888-1989,Composers,Composers, juvenile literature,Picture books","[{'key': '/authors/OL7525351A', 'name': 'Nancy Churnin'}]"
Cowhide-and-Seek,"Children's fiction,Picture books","[{'key': '/authors/OL7636672A', 'name': 'Sheri Dillard'}]"
Esther's trunk,"Children's fiction,Elephants, fiction,Picture books","[{'key': '/authors/OL34797A', 'name': 'Jez Alborough'}]"
The Hug,"Children's fiction,Picture books,Toy and movable books","[{'key': '/authors/OL7772657A', 'name': 'Eoin McLaughlin'}, {'key': '/authors/OL1517167A', 'name': 'Polly Dunbar'}]"
"Duck, Duck, Dinosaur","Children's fiction,Snow, fiction,Brothers and sisters, fiction,Ducks, fiction,Dinosaurs, fiction,Picture books","[{'key': '/authors/OL7488873A', 'name': 'Kallie George'}, {'key': '/authors/OL7901325A', 'name': 'Oriol Vidal'}]"
Eli,"Fiction,Lions,Children's stories,Vultures,Friendship,Picture books for children,Picture books,Children's fiction,Lion, fiction,Lion","[{'key': '/authors/OL621168A', 'name': 'Bill Peet'}]"
Song of sixpence picture book,"Picture books,Nursery rhymes,Fairy tales","[{'key': '/authors/OL18092A', 'name': 'Walter Crane'}]"
Being frank,"Picture books,Grandparent and child,Honesty,Juvenile fiction,Picture books for children,Fiction,Children's fiction,Honesty, fiction","[{'key': '/authors/OL7590927A', 'name': 'Donna W. Earnhardt'}]"
There's a monster in your book,"Children's fiction,Picture books,Monsters, fiction","[{'key': '/authors/OL7459774A', 'name': 'Tom Fletcher'}, {'key': '/authors/OL2722759A', 'name': 'Greg Abbott'}]"
The Story of Easter,"Children's fiction,Easter, fiction,Picture books","[{'key': '/authors/OL6819356A', 'name': 'Helen Dardik'}]"
When Spring Comes,"Spring,Juvenile fiction,Fiction,Seasons,Children's fiction,Seasons, fiction,Spring, fiction,Spring, juvenile literature,Picture books,Printemps,Romans, nouvelles, etc. pour la jeunesse,Saisons","[{'key': '/authors/OL3425416A', 'name': 'Kevin Henkes'}, {'key': '/authors/OL7903385A', 'name': 'Laura Dronzek'}]"
The T-rex who lost his specs!,"Dinosaurs,Juvenile fiction,Tyrannosaures,Vision,Fiction,Children's fiction,Stories in rhyme,Dinosaurs, fiction,Humorous stories,Picture books","[{'key': '/authors/OL33313A', 'name': 'Jeanne Willis'}, {'key': '/authors/OL6924966A', 'name': 'Tony Ross'}]"
Altoona Baboona,"Fiction,Stories in rhyme,Hot air balloons,Baboons,Picture books,Children's fiction,Balloons, fiction,Apes, fiction","[{'key': '/authors/OL223354A', 'name': 'Janie Bynum'}]"
Oh!,"Toy and movable books,Specimens,Stories without words,Libros de juguete y movibles,Cuentos sin palabras,Picture books for children,Picture books,Fiction, general","[{'key': '/authors/OL262026A', 'name': 'Josse Goffin'}]"
Bus,"Buses,City and town life,Fiction,Stories in rhyme,Buses -- Fiction.,Children's fiction,Buses, fiction,Cities and towns, fiction,Spanish language materials,Autobuses,Board books,Vida urbana,Cuentos en rima,Bilingual,Ficcion juvenil,Toy and movable books,Picture books","[{'key': '/authors/OL48489A', 'name': 'Chris L. Demarest'}]"
"Make a bigger puddle, make a smaller worm","Picture books,Children's stories,Children's fiction,Short stories","[{'key': '/authors/OL1241041A', 'name': 'Marion Walter'}]"
Dog Days of School [8x8 with stickers],"Juvenile works,Humorous stories,Animals,Picture books,Picture books for children,JUVENILE FICTION,Fiction,Dogs,Humorous Stories,Wishes,Humorous fiction,School & Education,Juvenile fiction","[{'key': '/authors/OL6710838A', 'name': 'Kelly DiPucchio'}]"
Bad apple,"Loss (Psychology),Apples,Friendship,Teasing,Worms,Fiction,Juvenile fiction,Children's fiction,Bullying, fiction,Picture books","[{'key': '/authors/OL5368241A', 'name': 'Edward Hemingway'}]"
The Biggest Thing In The World,"Bears,Juvenile fiction,Polar bear,Mothers and sons,Fiction,Love,Pictorial works,Size perception,Children's fiction,Bears, fiction,Love, fiction,Picture books,Toy and movable books","[{'key': '/authors/OL447710A', 'name': 'Melanie Mitchell'}, {'key': '/authors/OL3496531A', 'name': 'Kenneth Steven'}]"
"Go to Sleep, Little Farm","Children's fiction,Bedtime, fiction,Animals, fiction,Farm life, fiction,Stories in rhyme,Picture books,Family life, fiction,Bedtime,Fiction,Animals,Farm life","[{'key': '/authors/OL392958A', 'name': 'Mary Lyn Ray'}, {'key': '/authors/OL7483665A', 'name': 'Christopher Silas Neal'}]"
Bumper to Bumper,"Fiction,Vehicles,Traffic congestion,Children's fiction,Automobile drivers, fiction,Picture books,Picture books for children,Transportation","[{'key': '/authors/OL366089A', 'name': 'Jakki Wood'}]"
What You Know First,"Fiction,Farm life,Household Moving,Country life,Donna Harsh Collection,Picture books,Juvenile fiction,Moving,Children's fiction,Family life, fiction,Farm life, fiction,Country life, fiction,Moving, household, fiction,Children's literature,Vie à la ferme,Romans, nouvelles, etc. pour la jeunesse,Déménagement","[{'key': '/authors/OL450110A', 'name': 'Patricia MacLachlan'}]"
Gigantic!,"Dinosaurs,Juvenile literature,Size,Picture books,Dinosaurs, juvenile literature","[{'key': '/authors/OL2664849A', 'name': ""Patrick O'Brien""}]"
Babysitter's Guide to Monster Hunting #3,"Children's fiction,Picture books,Babysitters, fiction,Monsters, fiction,Halloween, fiction","[{'key': '/authors/OL7539053A', 'name': 'Joe Ballarini'}]"
You Are Special,"Christian life, fiction,Children's fiction,Self-esteem, fiction,Picture books,Toy and movable books","[{'key': '/authors/OL7380355A', 'name': 'Max Lucado'}, {'key': '/authors/OL6106020A', 'name': 'Sergio Martinez'}]"
Brown Bear & Friends Little Bear Library,"Children's fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL28506A', 'name': 'Bill Martin Jr.'}, {'key': '/authors/OL34330A', 'name': 'Eric Carle'}]"
Walt Disney's Peter Pan,"Fantasy,Juvenile fiction,Tinker Bell (Fictitious character),Pirates,Children's fiction,Peter pan (fictitious character), fiction,Humorous stories,Adventure and adventurers, fiction,Picture books","[{'key': '/authors/OL24453A', 'name': 'Dave Barry'}, {'key': '/authors/OL32217A', 'name': 'Ridley Pearson'}]"
Jimmy Gets a Pet Passport,"Children's fiction,Picture books","[{'key': '/authors/OL2644101A', 'name': 'Margaret Scott'}]"
The man who wanted to live forever,"Death,Folklore,Life,Juvenile literature,Juvenile fiction,Children's fiction,Picture books,Short stories","[{'key': '/authors/OL330752A', 'name': 'Selina Hastings'}]"
"Clarice Bean, That's Me!","Family life in fiction,Juvenile fiction,Family life,Family,Fiction,Children's fiction,Family life, fiction,Picture books","[{'key': '/authors/OL19111A', 'name': 'Lauren Child'}]"
Marshmallows for Martians,"Children's fiction,Stories in rhyme,Picture books,Marshmallow,Martians,Extraterrestrial beings,Juvenile fiction,Candy,Fiction,Space flight,Science fiction,Mars (planet), fiction,Extraterrestrial beings, fiction","[{'key': '/authors/OL5043439A', 'name': 'Charlotte Guillain'}, {'key': '/authors/OL3136998A', 'name': 'Adam Guillain'}, {'key': '/authors/OL3690625A', 'name': 'Lee Wildish'}]"
Rabbit and the Motorbike,"Children's fiction,Rabbits, fiction,Dogs, fiction,Motorcycles, fiction,Friendship, fiction,Picture books","[{'key': '/authors/OL7351412A', 'name': 'Kate Hoefler'}, {'key': '/authors/OL7533401A', 'name': 'Sarah Jacoby'}]"
Hot diggity dog,"Food,Food, juvenile literature,Picture books","[{'key': '/authors/OL6691291A', 'name': 'Adrienne Sylver'}]"
Sheep in a Jeep,"Picture books for children,Picture books,Children's fiction,Sheep, fiction","[{'key': '/authors/OL2687572A', 'name': 'Nancy E. Shaw'}]"
Cat and Fish,"Peces,Juvenile fiction,Cats,Ficción juvenil,Fiction,Gatos,Fishes,Friendship,Picture books,Picture books for children,Children's fiction,Friendship, fiction,Cats, fiction,Fishes, fiction","[{'key': '/authors/OL853352A', 'name': 'Joan Grant'}]"
The cozy book,"American poetry,Children's poetry, American,Children's fiction,Picture books","[{'key': '/authors/OL24563A', 'name': 'Mary Ann Hoberman'}]"
When the library lights go out,"Fiction,Puppets,Adventure and adventurers,Juvenile fiction,Libraries,Missing persons,Puppets and puppet plays,Children's fiction,Puppets, fiction,Libraries, fiction,Missing persons, fiction,Adventure and adventurers, fiction,Picture books,Imagination,Toys,Friendship,Pictorial works","[{'key': '/authors/OL18865A', 'name': 'Megan McDonald'}]"
That's Not My Dragon,"Dragons,Juvenile fiction,Fiction,Textures,Romans, nouvelles, etc. pour la jeunesse,Dinosaurs,Pictorial works,Textured books,Juvenile Fiction,Children's fiction,Dinosaurs, fiction,Picture books","[{'key': '/authors/OL2703462A', 'name': 'Fiona Watt'}, {'key': '/authors/OL2790726A', 'name': 'Rachel Wells'}]"
Happy birthday! =,"Fiction,Bilingual,Parties,Birthdays,Spanish language materials,French language materials,Picture books,Bilingual books, spanish-english,Spanish language, textbooks for children,Spanish language, readers,Spanish language, conversation and phrase books,Spanish language, juvenile literature","[{'key': '/authors/OL457114A', 'name': 'Mary Risk'}]"
Over in the hollow,"Fiction,Stories in rhyme,Counting,Halloween,Monsters,Picture books,Counting books,Monsters, fiction,Halloween, fiction,Children's fiction","[{'key': '/authors/OL448710A', 'name': 'Rebecca Dickinson'}]"
The Hike,"Children's fiction,Friendship, fiction,Picture books,Nature, fiction","[{'key': '/authors/OL7535911A', 'name': 'Alison Farrell'}]"
My body belongs to me,"Child sexual abuse,Child abuse,Juvenile literature,Prevention,JUVENILE NONFICTION / Social Issues / Sexual Abuse,JUVENILE NONFICTION / Social Issues / General (see also headings under Family),JUVENILE NONFICTION / General,Child abuse, juvenile literature,Picture books","[{'key': '/authors/OL7589900A', 'name': 'Jill Starishevsky'}]"
Face to face with wolves,"Wolves,Juvenile literature,Pictorial works,Gray wolf,Wolves, juvenile literature,Picture books","[{'key': '/authors/OL44814A', 'name': 'Jim Brandenburg'}]"
Things That Are Most in the World,"Vocabulary,Juvenile fiction,Picture books for children,Picture books,Children's stories,Humorous stories,Vocabulary, juvenile literature","[{'key': '/authors/OL19446A', 'name': 'Judi Barrett'}]"
ABC London,"Alphabet,Juvenile literature,English language,Miscellanea,English language, alphabet, juvenile literature,London (england), history,London (england), juvenile literature,Picture books,Child and youth fiction","[{'key': '/authors/OL1447727A', 'name': 'James Dunn'}]"
Silent observer,"Deaf children,Biography,Deaf,Canada, biography,Picture books,Deaf, biography,Nova scotia, biography","[{'key': '/authors/OL710483A', 'name': 'Christy MacKinnon'}]"
Babette Cole's Dogs,"Dogs, fiction,Humorous stories,Picture books,Children's fiction,Toy and movable books","[{'key': '/authors/OL182918A', 'name': 'Babette Cole'}]"
Journey,"imagination,wordless book,juvenile literature,picture books,Magic,Stories without words,Juvenile fiction,Fiction,Fantasy,Doors,Picture books for children,Drawing,Doorways,Quests (Expeditions),Loneliness in children,Magic drawings,Captivity,Children's fiction,Fantasy fiction,Girls, fiction,Adventure and adventurers, fiction,nyt:picture-books=2013-08-25,New York Times bestseller,collectionID:caldecotthonor10","[{'key': '/authors/OL7172956A', 'name': 'Aaron Becker'}]"
Is Daddy Coming Back in a Minute?,"Children's fiction,Picture books,Grief, fiction,Death, fiction,Children and death,Juvenile literature,Death,JUVENILE NONFICTION,Social Topics,Death & Dying,Emotions & Feelings","[{'key': '/authors/OL8257901A', 'name': 'Elke Barber'}, {'key': '/authors/OL7558154A', 'name': 'Alex Barber'}]"
Superpower Dogs,"Dogs,Dogs, juvenile literature,Picture books","[{'key': '/authors/OL7636616A', 'name': 'Cosmic'}]"
The Enormous Potato,"Children: Kindergarten,Children: Grades 1-2,Children's fiction,Food, fiction,Picture books","[{'key': '/authors/OL2703438A', 'name': 'Aubrey Davis'}]"
The Seal Children,"Children's fiction,Great britain, fiction,Picture books,Wales, fiction,Fairy tales,Seals (animals), fiction","[{'key': '/authors/OL589379A', 'name': 'Jackie Morris'}]"
Let's do nothing!,"Fiction,Play,Humorous stories,Friendship,Boys,Picture books,Humorous fiction,Juvenile fiction,Boredom,Imagination,Children's fiction,Play, fiction","[{'key': '/authors/OL6784483A', 'name': 'Tony Fucile'}]"
Littlest Things Give the Loveliest Hugs,"Children's fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL1516439A', 'name': 'Mark Sperring'}, {'key': '/authors/OL7532933A', 'name': 'Maddie Frost'}]"
President's Glasses,"Children's fiction,Picture books","[{'key': '/authors/OL4338731A', 'name': 'Peter Donnelly'}]"
Story of Christmas,"Jesus christ, nativity,Jesus christ, nativity, juvenile literature,Picture books","[{'key': '/authors/OL6819356A', 'name': 'Helen Dardik'}]"
"Mary and the Mouse, The Mouse and Mary","Mice,Human-animal relationships,Friendship,Juvenile fiction,Fiction,Children's fiction,Picture books,Pictorial works,Children's stories","[{'key': '/authors/OL1013685A', 'name': 'Beverly Donofrio'}]"
The Christmas tale of Peter Rabbit,"Rabbits,Children's stories,Juvenile fiction,Christmas,Pictorial works,Fiction,Children's fiction,Peter rabbit (fictitious character), fiction,Picture books,Rabbits, fiction","[{'key': '/authors/OL452187A', 'name': 'Emma Thompson'}]"
My grandma is wonderful,"Grandmothers,Fiction,Picture books,Grandparent and child,Grandparents,Juvenile fiction,Pictorial worksJuvenile fiction,Children's stories,Pictorial works,Children's fiction,Grandparents, fiction","[{'key': '/authors/OL223141A', 'name': 'Nick Butterworth'}]"
Cock-a-doodle-doo,"Animal sounds,Fiction,Farms,Domestic animals,Picture books,Picture books for children,Children's fiction,Domestic animals, fiction,Farm life, fiction,Sound, fiction","[{'key': '/authors/OL950353A', 'name': 'Franz Brandenberg'}]"
Hundred and One Dalmatians,"Children's fiction,Picture books,Dogs, fiction","[{'key': '/authors/OL10455274A', 'name': 'Dodie Smith'}]"
"Oh,no!","Behavior,Babies,Fiction,Child development,Infants,Juvenile fiction,Picture books for children,Picture books,Children's fiction,Infants, fiction,Behavior, fiction","[{'key': '/authors/OL338679A', 'name': 'Sarah Garland'}]"
Moose,"Children'sstories,Animals,Children's stories,Fiction,Children's fiction,Picture books,Moose,Juvenile fiction,Cooperation,Satire","[{'key': '/authors/OL462466A', 'name': 'Michael Foreman'}]"
Jasmine,"Children's stories,Individuality,Animals,Children's stories, American,Male authors,Specimens,Juvenile fiction,Conformity,Domestic animals,Cows,Swiss authors,Fiction,Picture books for children,Hats,Picture books,Children's fiction","[{'key': '/authors/OL916848A', 'name': 'Roger Duvoisin'}]"
A Bag of Books,"Children's fiction,Poetry,Picture books","[{'key': '/authors/OL1072669A', 'name': 'Shelagh McGee'}]"
Flyaway Katie,"Fiction,Color,Imagination in fiction,Imagination,Color in fiction,Body painting in fiction,Spanish language materials,Emotions,Emotions in fiction,Body painting,Juvenile fiction,Libros ilustrados para niños,Colores,Novela infantil,Pintura,Imaginación,Novela juvenil,Pintura corporal,Picture books for children,Children's fiction,Color, fiction,Emotions, fiction,Imagination, fiction,Picture books","[{'key': '/authors/OL1517167A', 'name': 'Polly Dunbar'}]"
My old teddy,"Fiction,Teddy bears,Juvenile fiction,Children's fiction,Toys, fiction,Picture books for children,Picture books","[{'key': '/authors/OL777330A', 'name': 'Dom Mansell'}]"
A Tiny Teether,"Toy and movable books,Specimens,Board books,Miniature books,Picture books,Picture books for children,Primers,Readers (primary),Pets,Pets, juvenile literature,Marine animals,Marine animals, juvenile literature,Domestic animals,Domestic animals, juvenile literature","[{'key': '/authors/OL22943A', 'name': 'Melanie Walsh'}]"
Once Upon a Time,"Children's fiction,Fairy tales,Picture books,Nursery rhymes,Fantasy fiction","[{'key': '/authors/OL36530A', 'name': 'John Prater'}]"
A friend for Little Bear,"Juvenile fiction,Pictorial works,Fiction,Toys,Islands,Friendship,Children's fiction,Toys, fiction,Friendship, fiction,Picture books,Buried treasure, fiction","[{'key': '/authors/OL454236A', 'name': 'Harry Horse'}]"
I got a chicken for my birthday,"Gifts,Hispanic Americans,Juvenile fiction,Birthdays,Chickens,Grandmothers,Children's fiction,Birthdays, fiction,Gifts, fiction,Chickens, fiction,Grandparents, fiction,Hispanic americans, fiction,Picture books","[{'key': '/authors/OL7525635A', 'name': 'Laura Gehl'}]"
Anywhere farm,"Farms,Juvenile fiction,Picture books for children,Gardens,City and town life,Fiction,Children's fiction,Farm life, fiction,Cities and towns, fiction,Vegetable gardening,Gardening, juvenile literature,Picture books","[{'key': '/authors/OL30952A', 'name': 'Phyllis Root'}, {'key': '/authors/OL22564A', 'name': 'G. Brian Karas'}]"
McGraw's Emporium,"Retail Stores,Stores, Retail,Fiction,Gifts,Stories in rhyme,Sick,Bakers and bakeries,Farms,Baking,Children's fiction,Picture books,Juvenile fiction,Magasins,Romans, nouvelles, etc. pour la jeunesse,Cadeaux,Histoires rimées,Retail trade","[{'key': '/authors/OL222413A', 'name': 'Jim Aylesworth'}]"
Bikes for Sale,"Children's fiction,Bicycles and bicycling, fiction,Friendship, fiction,Picture books","[{'key': '/authors/OL7512413A', 'name': 'Carter Higgins'}]"
Knife's edge,"Voyages and travels,Treasure troves,Twins,Brothers and sisters,Comic books, strips,Children's fiction,Adventure and adventurers, fiction,Cartoons and comics,Picture books","[{'key': '/authors/OL3022879A', 'name': 'Hope Larson'}]"
More Bears!,"Bears,Juvenile fiction,Authors,Fiction,Children's fiction,Authors, fiction,Bears, fiction,Humorous stories,Picture books","[{'key': '/authors/OL1391119A', 'name': 'Kenn Nesbitt'}]"
Animals with Tiny Cat,"Animal sounds,Juvenile fiction,Cats,Board books,Children's fiction,Picture books,Cats, fiction,Animals, fiction,Humorous stories,Imagination, fiction","[{'key': '/authors/OL1435248A', 'name': 'Viviane Schwarz'}]"
Walter's Wonderful Web,"Size and shape, fiction,Children's fiction,Picture books,Spiders, fiction","[{'key': '/authors/OL3692482A', 'name': 'Tim Hopgood'}]"
Walt Disney's Alice in Wonderland,"Fantasy,Children's fiction,Picture books,Alice (fictitious character : carroll), fiction,Fantasy fiction,Adventure and adventurers, fiction","[{'key': '/authors/OL25111A', 'name': 'Jon Scieszka'}, {'key': '/authors/OL3860470A', 'name': 'Mary Blair'}]"
"Go away, stay away","Monsters,Children's stories,Fiction,Juvenile fiction,Picture books,Children's fiction","[{'key': '/authors/OL2763758A', 'name': 'Gail E. Haley'}]"
Mouse House,"Children's fiction,Picture books,Mice, fiction,Families,Juvenile fiction,Human-animal relationships,Friendship,Mice,Dwellings","[{'key': '/authors/OL216660A', 'name': 'John Burningham'}]"
That's Not My Unicorn...,"Children's fiction,Toy and movable books,Unicorns, fiction,Picture books","[{'key': '/authors/OL2703462A', 'name': 'Fiona Watt'}, {'key': '/authors/OL2790726A', 'name': 'Rachel Wells'}, {'key': '/authors/OL2822223A', 'name': 'Nick Stellmacher'}]"
Dinosaur That Pooped the Past!,"Children's fiction,Dinosaurs, fiction,Time travel, fiction,Picture books","[{'key': '/authors/OL7459774A', 'name': 'Tom Fletcher'}, {'key': '/authors/OL7964177A', 'name': 'Dougie Poynter'}, {'key': '/authors/OL3111543A', 'name': 'Garry Parsons'}]"
Rapunzel,"Juvenile fiction,Fairy tales,Folklore,Children's fiction,Picture books","[{'key': '/authors/OL7505225A', 'name': 'Bethan Woollvin'}]"
"Thank you, Mr. Panda","Gifts,Gratitude,Juvenile fiction,Animals,Pandas,Children's fiction,Pandas, fiction,Animals, fiction,Gifts, fiction,Picture books","[{'key': '/authors/OL7279425A', 'name': 'Steve Antony'}]"
"Tell Me a Story, Rory","Children's fiction,Picture books","[{'key': '/authors/OL33313A', 'name': 'Jeanne Willis'}, {'key': '/authors/OL8252662A', 'name': 'Holly Clifton Brown'}, {'key': '/authors/OL6769377A', 'name': 'Holly Clifton-Brown'}]"
There Is a Tribe of Kids,"collective nouns,picture books,juvenile literature,childhood,Juvenile fiction,Animals,Nomenclature,Fiction,Children's fiction,Animals, fiction,Picture books","[{'key': '/authors/OL448404A', 'name': 'Lane Smith'}]"
The most wonderful thing in the world,"Juvenile fiction,Fairy tales,Princesses,Children's stories,Fiction,Love,Parent and child,Daughters,Children's fiction,Picture books,Princesses, fiction","[{'key': '/authors/OL30130A', 'name': 'Vivian French'}]"
The secret of Old Zeb,"Great-aunts,Shipbuilding,Fiction,Picture books,Children's fiction,Family, fiction,Ships, fiction","[{'key': '/authors/OL386911A', 'name': 'Carmen Agra Deedy'}]"
I spy at the zoo,"Zoos,Fiction,Juvenile fiction,Picture books,Picture books for children,Children's fiction,Zoos, fiction","[{'key': '/authors/OL460783A', 'name': 'Maureen Roffey'}]"
Bear Can't Sleep!,"Children's fiction,Bears, fiction,Animals, fiction,Friendship, fiction,Picture books","[{'key': '/authors/OL20500A', 'name': 'Marni McGee'}, {'key': '/authors/OL3878879A', 'name': 'Sean Julian'}]"
Maisy's bedtime,"Juvenile fiction,Fiction,Bedtime,Mice,Children's fiction,Mice, fiction,Bedtime, fiction,Sleep, fiction,Maisy (fictitious character : cousins), fiction,Toy and movable books,Picture books","[{'key': '/authors/OL20521A', 'name': 'Lucy Cousins'}]"
Margret & H.A. Rey's Curious George visits a toy store,"Toy stores,Juvenile fiction,Monkeys,Fiction,Children's fiction,Curious george (fictitious character), fiction,Monkeys, fiction,Toys, fiction,Picture books","[{'key': '/authors/OL37887A', 'name': 'Margret Rey'}, {'key': '/authors/OL244358A', 'name': 'H. A. Rey'}, {'key': '/authors/OL27361A', 'name': 'Martha Weston'}]"
I love horses and ponies,"Horses,Juvenile literature,Pictorial works,Horses, pictorial works,Horses, juvenile literature,Picture books","[{'key': '/authors/OL2727515A', 'name': 'Nicola Jane Swinney'}]"
Doughnuts for Dragons,"George (Fictitious character : Guillain),Juvenile fiction,Pictorial works,Children's fiction,Stories in rhyme,Picture books,Dragons, fiction","[{'key': '/authors/OL3136998A', 'name': 'Adam Guillain'}, {'key': '/authors/OL5043439A', 'name': 'Charlotte Guillain'}, {'key': '/authors/OL3690625A', 'name': 'Lee Wildish'}]"
Fairytales Gone Wrong,"Children's fiction,Pinocchio (fictitious character), fiction,Picture books,Hygiene, fiction","[{'key': '/authors/OL2802205A', 'name': 'Steve Smallman'}, {'key': '/authors/OL193457A', 'name': 'Neil Price'}]"
Can I Come Too?,"Mice,Fiction,Animals,Size,Children's fiction,Picture books,Mice, fiction,Animals, fiction,Size and shape, fiction,Juvenile fiction","[{'key': '/authors/OL5060542A', 'name': 'Brian Patten'}]"
"Where, Oh Where, Is Rosie's Chick?","Children's fiction,Chickens, fiction,Human-animal relationships, fiction,Hens,Juvenile fiction,Chicks,Missing children,Picture books","[{'key': '/authors/OL4944519A', 'name': 'Pat Hutchins'}, {'key': '/authors/OL7084728A', 'name': 'Simon Rickerty'}]"
Choo choo clickety-clack!,"Fiction,Noise,Transportation,Juvenile fiction,Child and youth fiction,Children's fiction,Noise, fiction,Transportation, fiction,Picture books,Vehicles,Pictorial works","[{'key': '/authors/OL6894079A', 'name': 'Margaret Mayo'}]"
Smelly Louie,"Children's fiction,Dogs, fiction,Toy and movable books,Picture books,Dogs,Juvenile fiction,Odors,Smell","[{'key': '/authors/OL1429053A', 'name': 'Catherine Rayner'}]"
Selfish Giant,"Children's fiction,Giants, fiction,Picture books,British and irish drama (dramatic works by one author)","[{'key': '/authors/OL4796345A', 'name': 'Jeanne Bowman'}, {'key': '/authors/OL20646A', 'name': 'Oscar Wilde'}]"
If I Had a Gorilla,"Bullying,Juvenile fiction,Brothers,Picture books,Fiction,Bullies","[{'key': '/authors/OL39750A', 'name': 'Mercer Mayer'}]"
